,org:group,concept:instance,org:resource,concept:name,time:timestamp,lifecycle:transition,case:startdate,case:responsible,case:enddate_planned,case:department,case:group,case:concept:name,case:deadline,case:channel,case:enddate
2233,Group 3,task-3606,Resource15,T04 Determine confirmation of receipt,2010-12-10 11:24:00.090000+01:00,complete,2011-01-03 01:06:40.010000+01:00,Resource15,2011-02-28 01:06:40.010000+01:00,General,,case-4677,2011-02-28 01:06:40+01:00,Internet,2011-02-25 09:44:56.521000+01:00
2234,Group 1,task-3605,Resource15,T06 Determine necessity of stop advice,2010-12-10 11:24:23.663000+01:00,complete,2011-01-03 01:06:40.010000+01:00,Resource15,2011-02-28 01:06:40.010000+01:00,General,,case-4677,2011-02-28 01:06:40+01:00,Internet,2011-02-25 09:44:56.521000+01:00
2235,Group 1,task-3608,Resource15,T10 Determine necessity to stop indication,2010-12-10 11:24:45.453000+01:00,complete,2011-01-03 01:06:40.010000+01:00,Resource15,2011-02-28 01:06:40.010000+01:00,General,,case-4677,2011-02-28 01:06:40+01:00,Internet,2011-02-25 09:44:56.521000+01:00
2236,Group 2,task-3607,admin1,T05 Print and send confirmation of receipt,2010-12-10 14:12:49.726000+01:00,complete,2011-01-03 01:06:40.010000+01:00,Resource15,2011-02-28 01:06:40.010000+01:00,General,,case-4677,2011-02-28 01:06:40+01:00,Internet,2011-02-25 09:44:56.521000+01:00
2237,EMPTY,task-3284,Resource07,Confirmation of receipt,2010-12-10 16:20:10.289000+01:00,complete,2010-11-23 00:00:00.010000+01:00,Resource07,2011-01-18 00:00:00.010000+01:00,General,,case-4678,2011-01-18 00:00:00+01:00,Internet,2010-12-24 13:53:53.755000+01:00
2238,Group 1,task-3710,Resource07,T06 Determine necessity of stop advice,2010-12-10 16:23:10.841000+01:00,complete,2010-11-23 00:00:00.010000+01:00,Resource07,2011-01-18 00:00:00.010000+01:00,General,,case-4678,2011-01-18 00:00:00+01:00,Internet,2010-12-24 13:53:53.755000+01:00
2239,Group 1,task-3711,Resource07,T10 Determine necessity to stop indication,2010-12-10 16:23:39.510000+01:00,complete,2010-11-23 00:00:00.010000+01:00,Resource07,2011-01-18 00:00:00.010000+01:00,General,,case-4678,2011-01-18 00:00:00+01:00,Internet,2010-12-24 13:53:53.755000+01:00
2240,EMPTY,task-3709,Resource19,T02 Check confirmation of receipt,2010-12-13 10:46:30.738000+01:00,complete,2010-11-23 00:00:00.010000+01:00,Resource07,2011-01-18 00:00:00.010000+01:00,General,,case-4678,2011-01-18 00:00:00+01:00,Internet,2010-12-24 13:53:53.755000+01:00
2241,Group 3,task-3817,Resource07,T04 Determine confirmation of receipt,2010-12-13 13:18:34.872000+01:00,complete,2010-11-23 00:00:00.010000+01:00,Resource07,2011-01-18 00:00:00.010000+01:00,General,,case-4678,2011-01-18 00:00:00+01:00,Internet,2010-12-24 13:53:53.755000+01:00
2242,Group 2,task-3943,Resource07,T05 Print and send confirmation of receipt,2010-12-13 13:18:59.128000+01:00,complete,2010-11-23 00:00:00.010000+01:00,Resource07,2011-01-18 00:00:00.010000+01:00,General,,case-4678,2011-01-18 00:00:00+01:00,Internet,2010-12-24 13:53:53.755000+01:00
2243,EMPTY,task-3344,Resource11,Confirmation of receipt,2010-12-15 11:14:56.714000+01:00,complete,2010-11-24 00:00:00.010000+01:00,Resource07,2011-01-19 00:00:00.010000+01:00,General,,case-4680,2011-01-19 00:00:00+01:00,Internet,2011-01-10 16:17:53.605000+01:00
2244,Group 1,task-4446,Resource11,T06 Determine necessity of stop advice,2010-12-15 11:18:47.684000+01:00,complete,2010-11-24 00:00:00.010000+01:00,Resource07,2011-01-19 00:00:00.010000+01:00,General,,case-4680,2011-01-19 00:00:00+01:00,Internet,2011-01-10 16:17:53.605000+01:00
2245,Group 1,task-4459,Resource11,T10 Determine necessity to stop indication,2010-12-15 11:19:08.606000+01:00,complete,2010-11-24 00:00:00.010000+01:00,Resource07,2011-01-19 00:00:00.010000+01:00,General,,case-4680,2011-01-19 00:00:00+01:00,Internet,2011-01-10 16:17:53.605000+01:00
2246,EMPTY,task-4445,Resource19,T02 Check confirmation of receipt,2010-12-16 09:41:59.769000+01:00,complete,2010-11-24 00:00:00.010000+01:00,Resource07,2011-01-19 00:00:00.010000+01:00,General,,case-4680,2011-01-19 00:00:00+01:00,Internet,2011-01-10 16:17:53.605000+01:00
2247,Group 3,task-4628,Resource10,T04 Determine confirmation of receipt,2010-12-16 10:11:57.396000+01:00,complete,2010-11-24 00:00:00.010000+01:00,Resource07,2011-01-19 00:00:00.010000+01:00,General,,case-4680,2011-01-19 00:00:00+01:00,Internet,2011-01-10 16:17:53.605000+01:00
2248,Group 2,task-4643,admin1,T05 Print and send confirmation of receipt,2010-12-17 10:20:19.080000+01:00,complete,2010-11-24 00:00:00.010000+01:00,Resource07,2011-01-19 00:00:00.010000+01:00,General,,case-4680,2011-01-19 00:00:00+01:00,Internet,2011-01-10 16:17:53.605000+01:00
2249,EMPTY,task-3386,Resource07,Confirmation of receipt,2010-12-10 16:52:36.937000+01:00,complete,2010-11-24 00:00:00.010000+01:00,Resource07,2011-01-19 00:00:00.010000+01:00,General,,case-4683,2011-01-19 00:00:00+01:00,Internet,2011-01-20 09:42:03.621000+01:00
2250,Group 1,task-3724,Resource07,T06 Determine necessity of stop advice,2010-12-10 16:52:53.468000+01:00,complete,2010-11-24 00:00:00.010000+01:00,Resource07,2011-01-19 00:00:00.010000+01:00,General,,case-4683,2011-01-19 00:00:00+01:00,Internet,2011-01-20 09:42:03.621000+01:00
2251,Group 1,task-3725,Resource07,T10 Determine necessity to stop indication,2010-12-10 16:53:12.143000+01:00,complete,2010-11-24 00:00:00.010000+01:00,Resource07,2011-01-19 00:00:00.010000+01:00,General,,case-4683,2011-01-19 00:00:00+01:00,Internet,2011-01-20 09:42:03.621000+01:00
2252,EMPTY,task-3723,Resource19,T02 Check confirmation of receipt,2010-12-13 10:50:02.107000+01:00,complete,2010-11-24 00:00:00.010000+01:00,Resource07,2011-01-19 00:00:00.010000+01:00,General,,case-4683,2011-01-19 00:00:00+01:00,Internet,2011-01-20 09:42:03.621000+01:00
2253,Group 3,task-3820,Resource26,T04 Determine confirmation of receipt,2010-12-13 15:43:21.453000+01:00,complete,2010-11-24 00:00:00.010000+01:00,Resource07,2011-01-19 00:00:00.010000+01:00,General,,case-4683,2011-01-19 00:00:00+01:00,Internet,2011-01-20 09:42:03.621000+01:00
2254,Group 2,task-4024,Resource07,T05 Print and send confirmation of receipt,2010-12-13 16:35:31.886000+01:00,complete,2010-11-24 00:00:00.010000+01:00,Resource07,2011-01-19 00:00:00.010000+01:00,General,,case-4683,2011-01-19 00:00:00+01:00,Internet,2011-01-20 09:42:03.621000+01:00
2255,EMPTY,task-3412,Resource11,Confirmation of receipt,2010-12-15 09:51:38.429000+01:00,complete,2010-11-25 00:00:00.010000+01:00,Resource11,2011-01-20 00:00:00.010000+01:00,General,,case-4687,2011-01-20 00:00:00+01:00,Internet,2011-01-10 13:21:56.701000+01:00
2256,Group 1,task-4391,Resource11,T06 Determine necessity of stop advice,2010-12-15 15:18:20.714000+01:00,complete,2010-11-25 00:00:00.010000+01:00,Resource11,2011-01-20 00:00:00.010000+01:00,General,,case-4687,2011-01-20 00:00:00+01:00,Internet,2011-01-10 13:21:56.701000+01:00
2257,Group 1,task-4588,Resource11,T10 Determine necessity to stop indication,2010-12-15 15:26:25.687000+01:00,complete,2010-11-25 00:00:00.010000+01:00,Resource11,2011-01-20 00:00:00.010000+01:00,General,,case-4687,2011-01-20 00:00:00+01:00,Internet,2011-01-10 13:21:56.701000+01:00
2258,EMPTY,task-4390,Resource19,T02 Check confirmation of receipt,2010-12-16 09:04:18.683000+01:00,complete,2010-11-25 00:00:00.010000+01:00,Resource11,2011-01-20 00:00:00.010000+01:00,General,,case-4687,2011-01-20 00:00:00+01:00,Internet,2011-01-10 13:21:56.701000+01:00
2259,Group 3,task-4619,Resource10,T04 Determine confirmation of receipt,2010-12-16 10:06:11.632000+01:00,complete,2010-11-25 00:00:00.010000+01:00,Resource11,2011-01-20 00:00:00.010000+01:00,General,,case-4687,2011-01-20 00:00:00+01:00,Internet,2011-01-10 13:21:56.701000+01:00
2260,Group 2,task-4641,admin1,T05 Print and send confirmation of receipt,2010-12-17 10:18:49.301000+01:00,complete,2010-11-25 00:00:00.010000+01:00,Resource11,2011-01-20 00:00:00.010000+01:00,General,,case-4687,2011-01-20 00:00:00+01:00,Internet,2011-01-10 13:21:56.701000+01:00
2261,EMPTY,task-4063,Resource08,Confirmation of receipt,2010-12-23 15:12:06.884000+01:00,complete,2010-11-24 01:06:40.010000+01:00,Resource08,2011-03-12 01:06:40.010000+01:00,General,,case-4758,2011-03-12 01:06:40+01:00,Internet,2011-03-09 10:12:00.243000+01:00
2262,Group 4,task-5543,Resource08,T02 Check confirmation of receipt,2010-12-23 15:12:31.902000+01:00,complete,2010-11-24 01:06:40.010000+01:00,Resource08,2011-03-12 01:06:40.010000+01:00,General,,case-4758,2011-03-12 01:06:40+01:00,Internet,2011-03-09 10:12:00.243000+01:00
2263,Group 1,task-5544,Resource08,T06 Determine necessity of stop advice,2010-12-23 15:13:01.771000+01:00,complete,2010-11-24 01:06:40.010000+01:00,Resource08,2011-03-12 01:06:40.010000+01:00,General,,case-4758,2011-03-12 01:06:40+01:00,Internet,2011-03-09 10:12:00.243000+01:00
2264,Group 1,task-5546,Resource08,T10 Determine necessity to stop indication,2010-12-23 15:13:26.677000+01:00,complete,2010-11-24 01:06:40.010000+01:00,Resource08,2011-03-12 01:06:40.010000+01:00,General,,case-4758,2011-03-12 01:06:40+01:00,Internet,2011-03-09 10:12:00.243000+01:00
2265,Group 3,task-5545,Resource10,T04 Determine confirmation of receipt,2010-12-24 09:26:17.172000+01:00,complete,2010-11-24 01:06:40.010000+01:00,Resource08,2011-03-12 01:06:40.010000+01:00,General,,case-4758,2011-03-12 01:06:40+01:00,Internet,2011-03-09 10:12:00.243000+01:00
2266,Group 2,task-5577,admin1,T05 Print and send confirmation of receipt,2010-12-24 10:04:59.868000+01:00,complete,2010-11-24 01:06:40.010000+01:00,Resource08,2011-03-12 01:06:40.010000+01:00,General,,case-4758,2011-03-12 01:06:40+01:00,Internet,2011-03-09 10:12:00.243000+01:00
2267,EMPTY,task-4096,Resource15,Confirmation of receipt,2010-12-24 15:41:15.271000+01:00,complete,2010-11-18 01:06:40.010000+01:00,Resource15,2011-01-13 01:06:40.010000+01:00,General,,case-4759,2011-01-13 01:06:40+01:00,Internet,2011-02-08 15:45:37.389000+01:00
2268,EMPTY,task-5741,Resource15,T02 Check confirmation of receipt,2010-12-24 15:50:46.154000+01:00,complete,2010-11-18 01:06:40.010000+01:00,Resource15,2011-01-13 01:06:40.010000+01:00,General,,case-4759,2011-01-13 01:06:40+01:00,Internet,2011-02-08 15:45:37.389000+01:00
2269,Group 3,task-5763,Resource10,T04 Determine confirmation of receipt,2010-12-24 15:52:58.737000+01:00,complete,2010-11-18 01:06:40.010000+01:00,Resource15,2011-01-13 01:06:40.010000+01:00,General,,case-4759,2011-01-13 01:06:40+01:00,Internet,2011-02-08 15:45:37.389000+01:00
2270,EMPTY,task-5767,admin1,T05 Print and send confirmation of receipt,2010-12-30 13:10:44.088000+01:00,complete,2010-11-18 01:06:40.010000+01:00,Resource15,2011-01-13 01:06:40.010000+01:00,General,,case-4759,2011-01-13 01:06:40+01:00,Internet,2011-02-08 15:45:37.389000+01:00
2271,Group 1,task-5742,Resource15,T06 Determine necessity of stop advice,2011-01-04 09:49:09.870000+01:00,complete,2010-11-18 01:06:40.010000+01:00,Resource15,2011-01-13 01:06:40.010000+01:00,General,,case-4759,2011-01-13 01:06:40+01:00,Internet,2011-02-08 15:45:37.389000+01:00
2272,Group 1,task-6644,Resource15,T10 Determine necessity to stop indication,2011-01-04 09:49:28.293000+01:00,complete,2010-11-18 01:06:40.010000+01:00,Resource15,2011-01-13 01:06:40.010000+01:00,General,,case-4759,2011-01-13 01:06:40+01:00,Internet,2011-02-08 15:45:37.389000+01:00
2273,Group 1,task-4132,Resource10,Confirmation of receipt,2010-12-17 10:13:19.586000+01:00,complete,2010-11-25 01:06:40.010000+01:00,Resource11,2011-01-20 01:06:40.010000+01:00,General,,case-4760,2011-01-20 01:06:40+01:00,Internet,2011-01-10 12:42:32.647000+01:00
2274,Group 4,task-4755,Resource10,T02 Check confirmation of receipt,2010-12-17 10:28:56.960000+01:00,complete,2010-11-25 01:06:40.010000+01:00,Resource11,2011-01-20 01:06:40.010000+01:00,General,,case-4760,2011-01-20 01:06:40+01:00,Internet,2011-01-10 12:42:32.647000+01:00
2275,Group 3,task-4821,Resource10,T04 Determine confirmation of receipt,2010-12-17 10:36:47.021000+01:00,complete,2010-11-25 01:06:40.010000+01:00,Resource11,2011-01-20 01:06:40.010000+01:00,General,,case-4760,2011-01-20 01:06:40+01:00,Internet,2011-01-10 12:42:32.647000+01:00
2276,EMPTY,task-4756,Resource11,T06 Determine necessity of stop advice,2010-12-27 12:13:01.685000+01:00,complete,2010-11-25 01:06:40.010000+01:00,Resource11,2011-01-20 01:06:40.010000+01:00,General,,case-4760,2011-01-20 01:06:40+01:00,Internet,2011-01-10 12:42:32.647000+01:00
2277,Group 1,task-5862,Resource11,T10 Determine necessity to stop indication,2010-12-27 12:13:18.227000+01:00,complete,2010-11-25 01:06:40.010000+01:00,Resource11,2011-01-20 01:06:40.010000+01:00,General,,case-4760,2011-01-20 01:06:40+01:00,Internet,2011-01-10 12:42:32.647000+01:00
2278,Group 2,task-4842,Resource11,T05 Print and send confirmation of receipt,2010-12-29 08:58:19.317000+01:00,complete,2010-11-25 01:06:40.010000+01:00,Resource11,2011-01-20 01:06:40.010000+01:00,General,,case-4760,2011-01-20 01:06:40+01:00,Internet,2011-01-10 12:42:32.647000+01:00
2279,Group 1,task-4169,Resource25,Confirmation of receipt,2010-12-14 14:18:22.511000+01:00,complete,2010-11-18 01:06:40.010000+01:00,Resource25,2011-01-13 01:06:40.010000+01:00,General,,case-4762,2011-01-13 01:06:40+01:00,Desk,2011-02-02 09:55:29.925000+01:00
2280,Group 1,task-4195,Resource25,T06 Determine necessity of stop advice,2010-12-14 14:19:59.793000+01:00,complete,2010-11-18 01:06:40.010000+01:00,Resource25,2011-01-13 01:06:40.010000+01:00,General,,case-4762,2011-01-13 01:06:40+01:00,Desk,2011-02-02 09:55:29.925000+01:00
2281,Group 15,task-4198,Resource25,T07-2 Draft intern advice aspect 2,2010-12-14 14:21:46.996000+01:00,complete,2010-11-18 01:06:40.010000+01:00,Resource25,2011-01-13 01:06:40.010000+01:00,General,,case-4762,2011-01-13 01:06:40+01:00,Desk,2011-02-02 09:55:29.925000+01:00
2282,Group 1,task-4197,Resource25,T08 Draft and send request for advice,2010-12-14 14:23:12.190000+01:00,complete,2010-11-18 01:06:40.010000+01:00,Resource25,2011-01-13 01:06:40.010000+01:00,General,,case-4762,2011-01-13 01:06:40+01:00,Desk,2011-02-02 09:55:29.925000+01:00
2283,Group 1,task-4202,Resource25,T09-3 Process or receive external advice from party 3,2010-12-14 14:23:26.150000+01:00,complete,2010-11-18 01:06:40.010000+01:00,Resource25,2011-01-13 01:06:40.010000+01:00,General,,case-4762,2011-01-13 01:06:40+01:00,Desk,2011-02-02 09:55:29.925000+01:00
2284,Group 1,task-4204,Resource25,T06 Determine necessity of stop advice,2010-12-14 14:24:32.145000+01:00,complete,2010-11-18 01:06:40.010000+01:00,Resource25,2011-01-13 01:06:40.010000+01:00,General,,case-4762,2011-01-13 01:06:40+01:00,Desk,2011-02-02 09:55:29.925000+01:00
2285,Group 15,task-4208,Resource25,T07-2 Draft intern advice aspect 2,2010-12-14 14:25:01.495000+01:00,complete,2010-11-18 01:06:40.010000+01:00,Resource25,2011-01-13 01:06:40.010000+01:00,General,,case-4762,2011-01-13 01:06:40+01:00,Desk,2011-02-02 09:55:29.925000+01:00
2286,Group 1,task-4209,Resource25,T06 Determine necessity of stop advice,2010-12-14 14:25:20.301000+01:00,complete,2010-11-18 01:06:40.010000+01:00,Resource25,2011-01-13 01:06:40.010000+01:00,General,,case-4762,2011-01-13 01:06:40+01:00,Desk,2011-02-02 09:55:29.925000+01:00
2287,Group 1,task-4210,Resource25,T10 Determine necessity to stop indication,2010-12-14 14:25:46.918000+01:00,complete,2010-11-18 01:06:40.010000+01:00,Resource25,2011-01-13 01:06:40.010000+01:00,General,,case-4762,2011-01-13 01:06:40+01:00,Desk,2011-02-02 09:55:29.925000+01:00
2288,Group 4,task-4194,Resource25,T02 Check confirmation of receipt,2010-12-14 15:28:36.139000+01:00,complete,2010-11-18 01:06:40.010000+01:00,Resource25,2011-01-13 01:06:40.010000+01:00,General,,case-4762,2011-01-13 01:06:40+01:00,Desk,2011-02-02 09:55:29.925000+01:00
2289,Group 3,task-4253,Resource25,T04 Determine confirmation of receipt,2010-12-14 15:28:58.029000+01:00,complete,2010-11-18 01:06:40.010000+01:00,Resource25,2011-01-13 01:06:40.010000+01:00,General,,case-4762,2011-01-13 01:06:40+01:00,Desk,2011-02-02 09:55:29.925000+01:00
2290,Group 2,task-4254,Resource25,T05 Print and send confirmation of receipt,2010-12-14 15:29:17.828000+01:00,complete,2010-11-18 01:06:40.010000+01:00,Resource25,2011-01-13 01:06:40.010000+01:00,General,,case-4762,2011-01-13 01:06:40+01:00,Desk,2011-02-02 09:55:29.925000+01:00
2291,Group 1,task-4172,Resource10,Confirmation of receipt,2010-12-17 10:13:44.427000+01:00,complete,2010-11-29 01:06:40.010000+01:00,Resource04,2011-02-09 01:06:40.010000+01:00,General,,case-4763,2011-02-09 01:06:40+01:00,Internet,2011-02-08 15:46:11.268000+01:00
2292,Group 4,task-4757,Resource10,T02 Check confirmation of receipt,2010-12-17 10:29:12.335000+01:00,complete,2010-11-29 01:06:40.010000+01:00,Resource04,2011-02-09 01:06:40.010000+01:00,General,,case-4763,2011-02-09 01:06:40+01:00,Internet,2011-02-08 15:46:11.268000+01:00
2293,Group 3,task-4822,Resource10,T04 Determine confirmation of receipt,2010-12-17 10:32:02.597000+01:00,complete,2010-11-29 01:06:40.010000+01:00,Resource04,2011-02-09 01:06:40.010000+01:00,General,,case-4763,2011-02-09 01:06:40+01:00,Internet,2011-02-08 15:46:11.268000+01:00
2294,EMPTY,task-4758,Resource04,T06 Determine necessity of stop advice,2010-12-17 14:33:12.157000+01:00,complete,2010-11-29 01:06:40.010000+01:00,Resource04,2011-02-09 01:06:40.010000+01:00,General,,case-4763,2011-02-09 01:06:40+01:00,Internet,2011-02-08 15:46:11.268000+01:00
2295,Group 1,task-4939,Resource04,T10 Determine necessity to stop indication,2010-12-17 14:33:28.363000+01:00,complete,2010-11-29 01:06:40.010000+01:00,Resource04,2011-02-09 01:06:40.010000+01:00,General,,case-4763,2011-02-09 01:06:40+01:00,Internet,2011-02-08 15:46:11.268000+01:00
2296,Group 2,task-4830,admin1,T05 Print and send confirmation of receipt,2010-12-21 10:24:37.017000+01:00,complete,2010-11-29 01:06:40.010000+01:00,Resource04,2011-02-09 01:06:40.010000+01:00,General,,case-4763,2011-02-09 01:06:40+01:00,Internet,2011-02-08 15:46:11.268000+01:00
2297,Group 1,task-4174,Resource10,Confirmation of receipt,2010-12-17 10:14:56.246000+01:00,complete,2010-11-29 01:06:40.010000+01:00,Resource08,2011-01-24 01:06:40.010000+01:00,General,,case-4764,2011-01-24 01:06:40+01:00,Internet,2011-02-02 13:27:54.785000+01:00
2298,Group 4,task-4759,Resource10,T02 Check confirmation of receipt,2010-12-17 10:28:20.061000+01:00,complete,2010-11-29 01:06:40.010000+01:00,Resource08,2011-01-24 01:06:40.010000+01:00,General,,case-4764,2011-01-24 01:06:40+01:00,Internet,2011-02-02 13:27:54.785000+01:00
2299,Group 3,task-4819,Resource10,T04 Determine confirmation of receipt,2010-12-17 10:37:33.595000+01:00,complete,2010-11-29 01:06:40.010000+01:00,Resource08,2011-01-24 01:06:40.010000+01:00,General,,case-4764,2011-01-24 01:06:40+01:00,Internet,2011-02-02 13:27:54.785000+01:00
2300,EMPTY,task-4845,Resource08,T05 Print and send confirmation of receipt,2010-12-23 13:58:32.473000+01:00,complete,2010-11-29 01:06:40.010000+01:00,Resource08,2011-01-24 01:06:40.010000+01:00,General,,case-4764,2011-01-24 01:06:40+01:00,Internet,2011-02-02 13:27:54.785000+01:00
2301,EMPTY,task-4760,Resource08,T06 Determine necessity of stop advice,2010-12-23 14:05:11.820000+01:00,complete,2010-11-29 01:06:40.010000+01:00,Resource08,2011-01-24 01:06:40.010000+01:00,General,,case-4764,2011-01-24 01:06:40+01:00,Internet,2011-02-02 13:27:54.785000+01:00
2302,Group 1,task-5525,Resource08,T10 Determine necessity to stop indication,2010-12-23 14:05:27.585000+01:00,complete,2010-11-29 01:06:40.010000+01:00,Resource08,2011-01-24 01:06:40.010000+01:00,General,,case-4764,2011-01-24 01:06:40+01:00,Internet,2011-02-02 13:27:54.785000+01:00
2303,Group 1,task-4178,Resource10,Confirmation of receipt,2010-12-17 10:15:20.283000+01:00,complete,2010-11-30 00:00:00.010000+01:00,Resource07,2011-01-25 00:00:00.010000+01:00,General,,case-4765,2011-01-25 00:00:00+01:00,Internet,2011-01-13 09:53:06.668000+01:00
